"Vis.bc1","bet.bc1","Enc.bc1","XP.bc1","XA.bc1","Fi.bc1","Vis.bc2","bet.bc2","Enc.bc2","XP.bc2","XA.bc2","Fi.bc2","Vis.bc3","bet.bc3","Enc.bc3","XP.bc3","XA.bc3","Fi.bc3","mean_rP","mean_rA","mean_cP","mean_cA","mean_sigmaP","mean_sigmaA","mean_a","mean_w","mean_sP","mean_sA","mean_uP","mean_uA","var_rP","var_rA","var_cP","var_cA","var_sigmaP","var_sigmaA","var_a","var_w","var_sP","var_sA","var_uP","var_uA"
0.526969444605127,0.583821313558871,0.282333530674986,0.196892072994796,0.0941399479118167,0.228002175707133,0.287345575372788,0.215898180472935,0.168126330660368,0.0722183536440809,0.0861963648754021,0.0934218180241765,0.403619910798575,0.0760558289717665,0.421232873973745,0.298988197936134,0.256421190943122,0.240902985254982,3.49294959875825,0.443605004269557,0.522614292130421,0.527696654723993,0.0497718487873899,0.0504902621600675,2.48529541885761,1.03193883022343,-0.0552475253066955,0.153109772465691,0.146305669162821,0.0539762232037019,0.00947594125579532,0.00935507050181676,0.0101697249905568,0.0108056107693362,0.00087484556229925,0.00076526305098982,0.0106176606252058,0.00895234191382366,0.173882105642263,0.0909835802379169,0.0128135411809576,0.00840972744323735
0.323867928135515,0.624916122285686,0.305328391126766,0.192582341986664,0.111343522062661,0.257788073227293,0.302925197234297,0.280917978023882,0.190722447398896,0.0747487376773746,0.101265513583924,0.119132384954147,0.335679627271475,0.214811019576532,0.316563475072325,0.229644530328435,0.165501023179209,0.178869371510987,3.53010273081862,0.467290795692728,0.494733749205565,0.489504988815678,0.04955407060212,0.0481260941619729,2.44122062511082,1.03458850097113,-0.0137111140932212,0.0441746827995837,0.135267019197773,0.0533692794896203,0.0100344479288087,0.00780795188884274,0.0125807784216245,0.00845277251149382,0.0008323978405353,0.00092244948994807,0.00194188294713739,0.00312553802625047,0.315783166717633,0.0993966744968357,0.0174887096782423,0.0094742725190948
0.503975209266138,0.44990898621251,0.328819943552474,0.229965218715053,0.10078702718563,0.274586104638198,0.322612675654175,0.25209288075479,0.192140810588041,0.0944073652271816,0.0822389919831965,0.125221339345535,0.408106153537155,0.262991688743985,0.318067172804395,0.243564018262292,0.17318882357611,0.170410118540299,3.59147769908432,0.508988824681304,0.535284792287681,0.49698433733493,0.0565834288469997,0.0530571460416848,2.56145241979587,1.00968146611365,0.204283059181908,0.137584998588794,0.0113739677058727,0.0794943186805988,0.0130672926627567,0.0122117042251532,0.00856212540764137,0.0157817802584751,0.00075364448461253,0.00083334014681034,0.00497181125931048,0.00446845835028118,0.244407445582881,0.0948902758824731,0.00970916701677496,0.0145532398990847
0.478362985604015,0.393588044777046,0.39215436837694,0.204293835300536,0.156371322656731,0.333199742980039,0.350708668133704,0.282588494607777,0.157024160520106,0.101360955827092,0.0757803307869685,0.0908871931114965,0.399609946409498,0.293174850307619,0.410651324298861,0.309775206501225,0.183860311011341,0.266086020977375,3.51757992295465,0.516809649789585,0.463573692240466,0.512758670410005,0.0504262234954225,0.0516295251636101,2.52743084283735,0.977277931191277,0.234057960302048,0.0718245190529384,0.0636572706971845,0.0867891425352106,0.00890903538026359,0.00916507734120015,0.00911628074778695,0.00952252416127137,0.00080907763698567,0.00088348231373855,0.00475554596879018,0.00804903217754345,0.122789636932009,0.047740413405294,0.018468338410141,0.0119373648313138
0.686405248604788,0.633015456902185,0.338510192212396,0.197764424663286,0.212943313805605,0.265638093808634,0.25711647510604,0.263586247663354,0.137967857091556,0.0873961619524926,0.0578682652880023,0.0936926402779912,0.329308740206898,0.420475057579106,0.292505902484348,0.224590941909054,0.163939873150078,0.160111413526187,3.5660687163439,0.500337620130782,0.497857941379122,0.509494503884184,0.0520887598919856,0.0538231012280928,2.488053197902,0.981679247205333,0.0494715678501694,0.23422179859698,0.183316752823445,0.0934437779044032,0.00269639992508887,0.00923651274829098,0.0140040121129316,0.01114790291935,0.00092510776950698,0.00095094328200787,0.00895987486434398,0.0136928635314843,0.439987163164759,0.0987741374392459,0.0173429729555272,0.00951173802519061
0.432980281507162,0.58226353768401,0.338550715037321,0.218136856892471,0.139622268588454,0.271648037010791,0.27353854780938,0.207813409363428,0.162428467365079,0.0810190550690161,0.0687259917465307,0.106726684387828,0.291370261891626,0.160262052400437,0.306762403914445,0.2372570837287,0.152095332785466,0.179718935757746,3.4378311709513,0.489695349960544,0.456903121946322,0.539740229414477,0.0592969363933982,0.0488208921275685,2.55041082040538,0.999499639255733,0.00843810993546699,0.0980962259273318,0.167399377694466,0.1193345468641,0.00709583120039829,0.0132095148648753,0.00696047717625825,0.00640328218846778,0.00081506413551391,0.00091398904914073,0.0147990162644123,0.00720405310801232,0.305230951382576,0.128489516371682,0.0370414031600583,0.00837514085989501
0.690847614258421,0.701782711732072,0.409864476423243,0.225428675656018,0.0768570472365102,0.38790291588186,0.253962462004696,0.180400599514075,0.213365793451926,0.0755948404041861,0.0633406823899505,0.16928864675958,0.399443720972586,0.226070406218992,0.348904362523134,0.26855088891822,0.197534476715612,0.200593049673093,3.51222589063839,0.485213986227231,0.490069920857864,0.485204171642555,0.0478280012411383,0.0484313185091366,2.49454793162868,0.998066813790711,-0.00691734418531641,0.167807606038832,0.0661546339879053,0.115956518257456,0.0098908743339626,0.00898505969947933,0.011090823604975,0.0118801501268414,0.00077765333571818,0.00085167652787671,0.0154914908651706,0.0161543923910642,0.333795623045925,0.120585758090926,0.00993872950029572,0.00716811477933491
0.447409808454998,0.522605792764106,0.358251862919196,0.19103531248928,0.147253368484164,0.313171818983356,0.340153865414917,0.19753047404205,0.142335250897177,0.0853998028806575,0.0747902708040516,0.0742925397769811,0.535385682936477,0.133872974414542,0.406200345797742,0.310591370560674,0.186162037565267,0.252961069076359,3.56171029312463,0.49929037178935,0.460567915414688,0.534657077409733,0.0483187995139755,0.0495653673174924,2.50014424782205,0.986717687610056,0.0331924234200057,-0.0244014273253907,0.0854365955937074,0.0808741708708875,0.00321954985463418,0.00730876273398573,0.00618960743424109,0.00996589349693863,0.00085679620482856,0.00088510974133109,0.0157161980362718,0.0117307751825312,0.103620925185827,0.0728115982224497,0.0167065219062053,0.0103079039120869
0.539634560667221,0.600592356271277,0.35874248273653,0.234564333369773,0.0866396988560239,0.332146470510899,0.366942851873245,0.341885137852756,0.0984036246664631,0.0577001914598207,0.0555813606485731,0.04610192870198,0.456341334378334,0.311803383631387,0.378855004684253,0.267249038288384,0.241458444678878,0.19690550603944,3.46190980856266,0.476706452202002,0.449580515714305,0.486897661743801,0.0487496017836607,0.048033918216978,2.54656396072327,1.00724923556329,0.0679292191234694,0.297575125058805,0.119482923005977,0.119878621069422,0.00404392423538668,0.014494091392364,0.010344294320989,0.0157557506493759,0.00079579162053161,0.00074316782089728,0.0119991450573873,0.015511171209873,0.274513669391327,0.0498992229366194,0.0202739927699773,0.0104447680811242
0.480346319416482,0.465137350639976,0.284191351286036,0.172101372849358,0.125318118698754,0.228338382457352,0.349136811767954,0.283098026673921,0.136157300178156,0.0810754243503077,0.0634465685735298,0.0831992118181704,0.411405471327061,0.232607813504003,0.358977703905961,0.295446236462915,0.167062485195309,0.226342218482168,3.46888359269527,0.480454845675197,0.47531462762393,0.484931767042042,0.0446840095952931,0.0467427309556445,2.49742233950328,0.985407037324717,0.173054885748053,0.0677214794056894,0.148375071505244,0.110529644671743,0.0151567992460058,0.0148172894136536,0.00535529313496697,0.0159139324042106,0.00077410725588861,0.00075965687527573,0.00572112707891165,0.00876782629273008,0.285013231868196,0.192924348009635,0.0291417771517765,0.00401322995140325
0.438037351920406,0.373219904898542,0.408846578298183,0.200496550627637,0.209127519259876,0.325000197497598,0.23123040467678,0.158121683281536,0.146945963467297,0.0748735204297509,0.0478828876854093,0.112014176337606,0.353200811683331,0.0849182569116704,0.321473875837806,0.287326734491027,0.0995324447841134,0.235759109684908,3.46888497809298,0.487899645922033,0.478756699681166,0.458720153953796,0.0470429755447965,0.050812936021056,2.4527150102264,0.997967790439013,0.352595626213289,0.0267199427707504,0.13863414477153,0.108719833408604,0.0154707547343991,0.0137930660795873,0.012314946350178,0.0124436309965179,0.0008305223980011,0.00094356732570376,0.00564218432882547,0.00784578787197367,0.0990883158136023,0.107931401463097,0.0121386069772043,0.00642463126268433
